ipa,license,other,word,cod_amm,des_amm,Comune,nome_resp,cogn_resp,Cap,Provincia,Regione,sito_istituzionale,Indirizzo,titolo_resp,tipologia_istat,tipologia_amm,acronimo,cf_validato,Cf,mail1,tipo_mail1,mail2,tipo_mail2,mail3,tipo_mail3,mail4,tipo_mail4,mail5,tipo_mail5,url_facebook,url_twitter,url_googleplus,url_youtube,liv_accessibili,slug,name,lat,lng
c_l945,,,Open Data,c_l945,Comune di Villafranca D'Asti,Villafranca d'Asti,Guido,Cavalla,14018,AT,Piemonte,http://www.comune.villafrancadasti.at.it,"Via Roma, 50",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80004110054,villafranca.dasti@cert.ruparpiemonte.it,pec,info@comune.villafrancadasti.at.it,altro,,,,,,,,,,,0,villafranca-d-asti,Villafranca d'Asti,44.913000000000004,8.0328
c_b633,,,Open Data,c_b633,Comune di Cantarana,Cantarana,Roberta,Franco,14010,AT,Piemonte,http://www.comune.cantarana.at.it,"Piazza D.G. Soria, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80003110055,comunecantarana@pec.it,pec,comunecantarana@libero.it,altro,,,,,,,,,,,0,cantarana,Cantarana,45.1994,12.0987
c_c022,,,Open data,c_c022,Comune di Cassinasco,Cassinasco,Sergio,Primosig,14050,AT,Piemonte,http://www.comune.cassinasco.at.it,"Via Umberto I, 3",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,192230050,cassinasco@cert.ruparpiemonte.it,pec,,,,,,,,,,,,,0,cassinasco,Cassinasco,44.6895,8.3018
c_i839,,,Open Data,c_i839,Comune di Soraga di Fassa,Soraga,Devi,Brunel,38030,TN,Trentino Alto Adige,http://comune.soraga.tn.it,Stradon De Fascia 22,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,334870227,comune@pec.comune.soraga.tn.it,pec,,,,,,,,,,,,,0,soraga,Soraga,46.3956,11.6674
c_m362,,,Open Data,c_m362,Comune di Vallelaghi,Vallelaghi,Gianni,Bressan,38070,TN,Trentino Alto Adige,http://www.comune.vallelaghi.tn.it,"Via Roma, 41",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,2401940222,info@pec.comune.vallelaghi.tn.it,pec,,,,,,,,,,,,,0,vallelaghi,Vallelaghi,46.080002,11.00065
c_c540,,,Opendata,c_c540,Comune di Certaldo,Certaldo,Giacomo,Cucini,50052,FI,Toscana,http://www.comune.certaldo.fi.it,"Piazza Boccaccio, 13",Sindaco Pro-Tempore,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,1310860489,comune.certaldo@postacert.toscana.it,pec,,,,,,,,,https://www.facebook.com/pages/Comune-di-Certaldo/184146938343934,http://twitter.com/comunecertaldo,http://www.youtube.com/user/ComunediCertaldo,,0,certaldo,Certaldo,43.5474,11.0386
c_f257,,,Open data,c_f257,Comune di Modena,Modena,Gian Carlo,Muzzarelli,41121,MO,Emilia Romagna,http://www.comune.modena.it/,"Via Scudari, 20",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,221940364,comune.modena@cert.comune.modena.it,pec,sindaco@cert.comune.modena.it,pec,,,,,,,,,,,0,modena,Modena,44.6471,10.9252
c_i726,,,Portale Open Data,c_i726,Comune di Siena,Siena,Luigi,De Mossi,53100,SI,Toscana,http://www.comune.siena.it,"Piazza Il Campo, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,50800523,comune.siena@postacert.toscana.it,pec,,,,,,,,,,,,,0,siena,Siena,43.3187,11.3305
c_c794,,,Open Data,c_c794,Comune di Cles,Cles,Ruggero,Mucchi,38023,TN,Trentino Alto Adige,http://www.comune.cles.tn.it,"Corso Dante, N. 28",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,316390228,info@pec.comune.cles.tn.it,pec,info@comune.cles.tn.it,altro,,,,,,,https://www.facebook.com/comunedicles/,,https://www.youtube.com/user/ComuneCles,,0,cles,Cles,46.3661,11.0341
c_e093,,,"La mappa dei cantieri antidissesto, i nuovi dati aperti con le opere contro frane e alluvioni comune per comune e lo stato delle emergenze regione per regione.",c_e093,Comune di Gorgoglione,Gorgoglione,Giuseppe,Filippo,75010,MT,Basilicata,http://www.comune.gorgoglione.mt.it,Via Roma 159,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,83000410775,protocollo@pec.comune.gorgoglione.mt.it,pec,clpatern@rete.basilicata.it,altro,,,,,,,,,,,0,gorgoglione,Gorgoglione,40.3937,16.1441
c_h434,,,Open Data per la Pubblica Amministrazione,c_h434,Comune di Roccaraso,Roccaraso,Francesco,Di Donato,67037,AQ,Abruzzo,http://www.comunediroccaraso.it,"Viale Degli Alberghi, 2/A",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,82000150662,protocollo.roccaraso@pec.it,pec,,,,,,,,,,,,,0,roccaraso,Roccaraso,41.8477,14.0799
c_c852,,,Open data,c_c852,Comune di Collecchio,Collecchio,Maristella,Galli,43044,PR,Emilia Romagna,http://www.comune.collecchio.pr.it,"Viale Liberta', 3",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,168090348,protocollo@postacert.comune.collecchio.pr.it,pec,,,,,,,,,https://www.facebook.com/ComuneDiCollecchio,,,,0,collecchio,Collecchio,44.7518,10.2167
c_e986,,,OpenData e innovazione,c_e986,Comune di Martina Franca,Martina Franca,D'Arcangelo,Lucia,74015,TA,Puglia,http://www.comune.martinafranca.ta.it,p. Roma,Dirigente,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80006710737,protocollo.comunemartinafranca@pec.rupar.puglia.it,pec,,,,,,,,,https://www.facebook.com/ComuneMartinaFranca/,,,,3,martina-franca,Martina Franca,40.7042,17.3349
c_f646,,,Open Data,c_f646,Comune di Montesilvano,Montesilvano,Francesco,Maragno,65015,PE,Abruzzo,http://www.comune.montesilvano.pe.it,Piazza Diaz N 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,193460680,protocollo@comunemontesilvano.legalmail.it,pec,,,,,,,,,,,,,0,montesilvano,Montesilvano,42.5051,14.1389
c_h930,,,"Portale ""Open Data""",c_h930,Comune di San Giuliano Milanese,San Giuliano Milanese,Giovanni,Andreassi,20098,MI,Lombardia,http://www.sangiulianonline.it,"Via De Nicola,2",Segretario Generale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,798940151,comune.sangiulianomilanese@cert.legalmail.it,pec,,,,,,,,,https://www.facebook.com/pages/Comune-di-San-Giuliano-Milanese/159848427466147,,,,0,san-giuliano-milanese,San Giuliano Milanese,45.3983,9.2852
c_g702,,,OPEN DATA,c_g702,Comune di Pisa,Pisa,Michele,Conti,56120,PI,Toscana,http://www.comune.pisa.it,"Via Degli Uffizi, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,341620508,comune.pisa@postacert.toscana.it,pec,comune.pisa.anagrafe@pec.it,pec,comune.pisa.elettorale@pec.it,pec,comune.pisa.statocivile@pec.it,pec,info@comune.pisa.it,altro,http://www.facebook.com/pages/Comune-di-Pisa/65915678372,,http://www.youtube.com/comunedipisa,,0,pisa,Pisa,43.7161,10.3966
c_h224,,,Open Data,c_h224,Comune di Reggio Calabria,Reggio Calabria,Giuseppe,Falcomata',89124,RC,Calabria,http://www.reggiocal.it,"Piazza Italia, Palazzo San Giorgio",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,136380805,protocollo@pec.reggiocal.it,pec,,,,,,,,,,,,,0,reggio-calabria,Reggio Calabria,38.112701,15.651720000000001
c_f390,,,Open Data,c_f390,Comune di Montafia,Montafia,Marina,Conti,14014,AT,Piemonte,http://www.comune.montafia.asti.it,"Piazza Camillo Riccio, 7",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,122310055,montafia@cert.ruparpiemonte.it,pec,info@comune.montafia.asti.it,altro,,,,,,,,,,,0,montafia,Montafia,44.9897,8.0241
c_m358,,,Open Data,c_m358,Comune di Porte di Rendena,Porte di Rendena,Enrico,Pellegrini,38094,TN,Trentino Alto Adige,http://www.comuneportedirendena.tn.it/,"Via Di Verdesina, 9",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,2401990227,comune@pec.comuneportedirendena.tn.it,pec,protocollo@comuneportedirendena.tn.it,altro,segretario@comuneportedirendena.tn.it,altro,,,,,,,,,0,porte-di-rendena,Porte di Rendena,46.062672,10.7122
c_f386,,,Open Data,c_f386,Comune di Montabone,Montabone,Giovanni Giuseppe,GALLO,14040,AT,Piemonte,http://www.comune.montabone.at.it,"Via G. Ferraris, 25",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,209680057,montabone@cert.ruparpiemonte.it,pec,montabone@reteunitaria.piemonte.it,altro,,,,,,,,,,,0,montabone,Montabone,44.6988,8.3901
c_i566,,,DATI APERTI,c_i566,Comune di Sedriano,Sedriano,Angelo,Cipriani,20018,MI,Lombardia,http://www.comune.sedriano.mi.it,"Via Fagnani, 35",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,86003630158,comune.sedriano@postemailcertificata.it,pec,,,,,,,,,https://www.facebook.com/comune.sedriano/,https://twitter.com/ComuneSedriano,https://www.youtube.com/channel/UCAsjoIYa-w9TRI1-SsgqXcQ,,0,sedriano,Sedriano,45.4874,8.9696
c_l764,,,"Sistema informativo territoriale, cartografia, statistiche, Open Data",c_l764,Comune di Verghereto,Verghereto,Enrico,Salvi,47028,FC,Emilia Romagna,http://www.comune.verghereto.fc.it,Via Caduti D'Ungheria N. 11,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,749660403,verghereto@pec.unionevallesavio.it,pec,segreteria@comune.verghereto.fc.it,altro,,,,,,,,,,,0,verghereto,Verghereto,43.7939,12.005
c_c756,,,Open Data,c_c756,Comune di Civezzano,Civezzano,Stefano,Dellai,38045,TN,Trentino Alto Adige,http://www.comunecivezzano.it,"Via Telvana, 9",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,233820224,comune@pec.comune.civezzano.tn.it,pec,info@comunecivezzano.it,altro,roberto.oss@comunecivezzano.it,altro,,,,,,,,,0,civezzano,Civezzano,46.0914,11.1846
c_d928,,,Open Data,c_d928,Comune di Garniga Terme,Garniga Terme,Gianna,Eccher,38060,TN,Trentino Alto Adige,http://www.comunegarnigaterme.it,"Via Dei Bagni Di Fieno, 18",Responsabile Servizio Finanziario,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80004690220,comune@pec.comune.garnigaterme.tn.it,pec,amministratori@comunegarnigaterme.it,altro,,,,,,,,,,,3,garniga-terme,Garniga Terme,46.0041,11.0884
c_g168,,,Open Data,c_g168,Comune di Ospedaletto (TN),Ospedaletto,Ruggero,Felicetti,38050,TN,Trentino Alto Adige,http://www.comune.ospedaletto.tn.it,"Via Roma, 50",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81002430221,ospedaletto@pec.comune.ospedaletto.tn.it,pec,,,,,,,,,,,,,0,ospedaletto,Ospedaletto,45.5054,10.8451
c_a116,,,Open Data,c_a116,Comune di Ala,Ala,Claudio,Soini,38061,TN,Trentino Alto Adige,http://www.comune.ala.tn.it,Piazza S. Giovanni 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,85000870221,comuneala.tn@legalmail.it,pec,demografico@pec.comune.ala.tn.it,pec,serv.gen@comune.ala.tn.it,altro,,,,,,,,,0,ala,Ala,45.7578,11.0003
c_c469,,,Opendata,c_c469,Comune di Cento,Cento,Fabrizio,Toselli,44042,FE,Emilia Romagna,http://www.comune.cento.fe.it,"Via M. Provenzali, 15",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81000520387,comune.cento@cert.comune.cento.fe.it,pec,,,,,,,,,https://it-it.facebook.com/ComuneCento,https://twitter.com/comunedicento,https://www.youtube.com/user/comunedicento,,0,cento,Cento,44.7271,11.2892
c_d969,,,Open Data,c_d969,Comune di Genova,Genova,Marco,Bucci,16124,GE,Liguria,http://www.comune.genova.it,"Via Garibaldi, 9",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,856930102,comunegenova@postemailcertificata.it,pec,,,,,,,,,http://www.facebook.com/Comune.di.genova,http://twitter.com/ComunediGenova,http://www.youtube.com/genoamunicipality,,0,genova,Genova,44.4167,8.95
c_a182,,,Open Data,c_a182,Comune di Alessandria,Alessandria,Gianfranco,Cuttica di Revigliasco,15121,AL,Piemonte,http://www.comune.alessandria.it,Piazza Della Liberta'  1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,429440068,comunedialessandria@legalmail.it,pec,,,,,,,,,https://www.facebook.com/comunealessandria,https://twitter.com/Com_Alessandria,,,0,alessandria,Alessandria,44.9132,8.617
c_b604,,,OPEN DATA,c_b604,Comune di Canino,Canino,LINA,NOVELLI,1011,VT,Lazio,http://www.comune.canino.vt.it,"Via Roma, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,156710568,comune.canino.vt@legalmail.it,pec,settore1@comune.canino.vt.it,altro,sindaco@comune.canino.vt.it,altro,urp@comune.canino.vt.it,altro,,,,,,,0,canino,Canino,42.465,11.7522
c_a710,,,Open Data,c_a710,Comune di Bastia Umbra,Bastia Umbra,Paola,Lungarotti,6083,PG,Umbria,http://www.comunebastiaumbra.gov.it,"Piazza Cavour, 19",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,385230545,comune.bastiaumbra@postacert.umbria.it,pec,info@comune.bastia.pg.it,altro,,,,,,,,,https://www.youtube.com/channel/UCQbVR9q21ZMM66lsEXEO7WQ,,2,bastia-umbra,Bastia Umbra,43.067551,12.55161
c_d142,,,OpenData,c_d142,Comune di Crema,Crema,Stefania,Bonaldi,26013,CR,Lombardia,http://www.comune.crema.cr.it,"Piazza Duomo, 25",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,91035680197,protocollo@comunecrema.telecompost.it,pec,,,,,,,,,https://www.facebook.com/comunedicrema/,,,,0,crema,Crema,45.3618,9.6832
c_m363,,,Open Data,c_m363,Comune di Ville D'Anaunia,Ville d'Anaunia,Francesco,Facinelli,38019,TN,Trentino Alto Adige,http://www.comune.villedanaunia.tn.it,"Piazza Della Liberazione, 34",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,2401760224,comune@pec.comune.villedanaunia.tn.it,pec,comune@comune.villedanaunia.tn.it,altro,,,,,,,https://it-it.facebook.com/comune.ville.danaunia/,,https://www.youtube.com/channel/UCSAhb50N1Ig7rM0sgV9jaPg,,0,ville-d-anaunia,Ville d'Anaunia',46.32985,11.02407
c_d457,,,Open Data,c_d457,Comune di Faedo,Faedo,Carlo,Rossi,38010,TN,Trentino Alto Adige,http://www.comune.faedo.tn.it,"Via S. Agata, 5",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,296490220,comune@pec.comune.faedo.tn.it,pec,info@comune.faedo.tn.it,altro,,,,,,,,,,,0,faedo,Faedo,46.1923,11.1619
c_d565,,,Open Data,c_d565,Comune di Fiave',Fiave',Giorgio,Merli,38075,TN,Trentino Alto Adige,http://www.comune.fiave.tn.it,"Via San Zeno, 18/A",Segretario Comunale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,308770221,comune@pec.comune.fiave.tn.it,pec,segreteria.fi@gaoge.it,altro,,,,,,,,,,,0,fiave,Fiavè,46.0045,10.8441
c_h442,,,Open Data,c_h442,Comune di Roccascalegna,Roccascalegna,Domenico,Giangiordano,66040,CH,Abruzzo,http://www.comuneroccascalegna.gov.it,"Via Roma, 12",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81001800697,pec@comuneroccascalegna.it,pec,protocollo@comunediroccascalegna.it,altro,,,,,,,,,,,0,roccascalegna,Roccascalegna,42.0636,14.3078
c_b389,,,Open Data,c_b389,Comune di Calceranica al Lago,Calceranica al Lago,Cristian,Uez,38050,TN,Trentino Alto Adige,http://www.comune.calceranica.tn.it,"Piazza Municipio, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81001250224,segreteria@pec.comune.calceranica.tn.it,pec,segreteria@comune.calceranica.tn.it,altro,,,,,,,,,,,0,calceranica-al-lago,Calceranica al Lago,46.0056,11.2449
c_l378,,,Open Data,c_l378,Comune di Trento,Trento,Alessandro,Andreatta,38122,TN,Trentino Alto Adige,http://www.comune.trento.it,"Via Belenzani, 19",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,355870221,protocollo.comune.tn@cert.legalmail.it,pec,elettorale@pec.comune.trento.it,pec,,,,,,,,,,,0,trento,Trento,46.0703,11.1216
c_c577,,,Linked Open Data,c_c577,Comune di Cesiomaggiore,Cesiomaggiore,Carlo,Zanella,32030,BL,Veneto,http://www.comune.cesiomaggiore.bl.it,"Piazza Mercato, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,203620257,cesiomaggiore.bl@cert.ip-veneto.net,pec,,,,,,,,,,,,,0,cesiomaggiore,Cesiomaggiore,46.0891,11.9877
c_c127,,,Open data,c_c127,Comune di Castell'Alfero,Castell'Alfero,Angelo,Marengo,14033,AT,Piemonte,http://www.comune.castellalfero.at.it,"Piazza Castello, 2",Legale rappresentante,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80003170059,castellalfero@cert.ruparpiemonte.it,pec,segreteria@comune.castellalfero.at.it,altro,ragioneria@comune.castellalfero.at.it,altro,,,,,,,,,0,castell-alfero,Castell'Alfero,44.9824,8.2102
c_d573,,,Open Data,c_d573,Comune di Fierozzo,Fierozzo,Luca,Moltrer,38050,TN,Trentino Alto Adige,http://www.comune.fierozzo.tn.it,"Maso Ronca, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80005230224,comune@pec.comune.fierozzo.tn.it,pec,segreteria@comune.fierozzo.tn.it,altro,,,,,,,,,,,0,fierozzo,Fierozzo,46.1124,11.3195
c_l840,,,Open data,c_l840,Comune di Vicenza,Vicenza,Francesco,Rucco,36100,VI,Veneto,http://www.comune.vicenza.it,"Corso Palladio, 98",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,516890241,vicenza@cert.comune.vicenza.it,pec,,,,,,,,,,,,,0,vicenza,Vicenza,45.5459,11.5403
c_c936,,,OpenData,c_c936,Comune di Valsolda,Valsolda,ANGELA,PAGANO,22010,CO,Lombardia,http://www.comune.valsolda.co.it,"Via M.Bellotti, 21",COMMISARIO,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,598360139,comune.valsolda@halleycert.it,pec,tecnico.valsolda@pec.it,pec,info@comune.valsolda.co.it,altro,,,,,,,,,0,valsolda,Valsolda,46.025,9.0543
c_e899,,,Open Data FVG,c_e899,Comune di Manzano,Manzano,Piero,Furlani,33044,UD,Friuli Venezia Giulia,http://www.comune.manzano.ud.it,"Via Natisone, 34",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,548040302,comune.manzano@certgov.fvg.it,pec,comune@comune.manzano.ud.it,altro,,,,,,,,,,,0,manzano,Manzano,45.9914,13.376
c_g220,,,Open data: dati in Comune,c_g220,Comune di Paderno Dugnano,Paderno Dugnano,Ezio,Casati,20037,MI,Lombardia,http://www.comune.paderno-dugnano.mi.it,"Via Grandi, 15",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,2866100155,comune.paderno-dugnano@pec.regione.lombardia.it,pec,urp@comune.paderno-dugnano.mi.it,altro,,,,,,,https://www.facebook.com/pages/Comune-Paderno-Dugnano/182997335143721,https://twitter.com/pad_dugnano,,,1,paderno-dugnano,Paderno Dugnano,45.5674,9.1595
c_e134,,,Open Data,c_e134,Comune di Grana,Grana,Graziella,Varvello,14031,AT,Piemonte,http://www.comune.grana.at.it/,"Corso Garibaldi, 39",Responsabile Ufficio Demografici,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80003550052,comunedigrana@registerpec.it,pec,comunedigrana@micso.net,altro,,,,,,,,,,,0,grana,Grana,44.9994,8.3006
c_b425,,,Open Data,c_b425,Comune di Calosso,Calosso,Giuseppe,Ugonia,14052,AT,Piemonte,http://www.comune.calosso.at.it,"Via Roma, 11",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,195710058,calosso@cert.ruparpiemonte.it,pec,comune.calosso@pec.it,pec,,,,,,,,,,,0,calosso,Calosso,44.7393,8.2281
c_i354,,,Open Data,c_i354,Comune di Sant'Orsola Terme,Sant'Orsola Terme,Ivano,Fontanari,38050,TN,Trentino Alto Adige,http://www.comune.santorsolaterme.tn.it,"Loc. Pintarei, 55",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80007510227,comunesantorsola@cert.legalmail.it,pec,,,,,,,,,,,,,0,sant-orsola-terme,Sant'Orsola Terme,46.1099,11.3034
c_e463,,,Open Data,c_e463,Comune di La Spezia,La Spezia,Pierluigi,Peracchini,19124,SP,Liguria,http://www.comune.sp.it,"Piazza Europa, 1 - Palazzo Civico",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,211160114,protocollo.comune.laspezia@legalmail.it,pec,,,,,,,,,,,,,0,la-spezia,La Spezia,44.1097,9.8135
c_a565,,,Open Data Unione Valle Savio,c_a565,Comune di Bagno di Romagna,Bagno di Romagna,Marco,Baccini,47021,FC,Emilia Romagna,http://www.comune.bagnodiromagna.fc.it,"Piazza Martiri 25 Luglio 1944, 1 - San Piero in Bagno",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81000330407,bagnodiromagna@pec.unionevallesavio.it,pec,protocollo@comune.bagnodiromagna.fc.it,altro,,,,,,,,,,,0,bagno-di-romagna,Bagno di Romagna,43.8336,11.9599
c_i051,,,OpenData,c_i051,Comune di San Nazzaro Val Cavargna,San Nazzaro Val Cavargna,Tiziana Rita ,Guidi,22010,CO,Lombardia,http://www.comune.sannazzarovalcavargna.co.it,Via Don Luigi Gabbani 168 C,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,709680136,comune.snazzarovc@pec.regione.lombardia.it,pec,segreteria@comune.sannazzarovalcavargna.co.it,altro,,,,,,,,,,,0,san-nazzaro-val-cavargna,San Nazzaro Val Cavargna,46.0898,9.1279
c_c372,,,Open Data,c_c372,Comune di Cavalese,Cavalese,Silvano,Welponer,38033,TN,Trentino Alto Adige,http://www.comunecavalese.it,"Via San Sebastiano, 7",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,270680226,comune.cavalese@certificata.com,pec,info@comunecavalese.it,altro,,,,,,,,,,,0,cavalese,Cavalese,46.2902,11.4605
c_l204,,,Open Data,c_l204,Comune di Tonengo,Tonengo,Raffaele Angelo,Audino,14023,AT,Piemonte,http://www.comune.tonengo.at.it,"Via Airali, 9",SINDACO,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80005280054,comune.tonengo@cert.legalmail.it,pec,protocollo@comune.tonengo.at.it,altro,,,,,,,,,,,1,tonengo,Tonengo,45.1188,8.0019
c_e506,,,Dal portale open data,c_e506,Comune di Lecce,Lecce,Ennio Mario,Sodano,73100,LE,Puglia,http://www.comune.lecce.it,"Via Rubichi, 16",Commissario Prefettizio,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80008510754,protocollo@pec.comune.lecce.it,pec,urp@comune.lecce.it,altro,sindaco@comune.lecce.it,altro,segreteria.generale@pec.comune.lecce.it,pec,elettorale@pec.comune.lecce.it,pec,https://it-it.facebook.com/comunedilecce,,,,0,lecce,Lecce,40.3533,18.174
c_i964,,,Open Data,c_i964,Comune di Storo,Storo,Turinelli,Luca,38089,TN,Trentino Alto Adige,http://www.comune.storo.tn.it,"Piazza Europa, 5",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,285750220,comune@pec.comune.storo.tn.it,pec,comune@comune.storo.tn.it,altro,,,,,,,https://www.facebook.com/comune.storo.tn.it,,,,0,storo,Storo,45.8509,10.5774
c_d086,,,Open Data,c_d086,Comune di Cosenza,Cosenza,Mario,Occhiuto,87100,CS,Calabria,http://www.comune.cosenza.it,Piazza Dei Bruzi,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,347720781,comunedicosenza@superpec.eu,pec,comunedicosenza.elettorale@superpec.eu,pec,comunedicosenza.statocivile@superpec.eu,pec,comunedicosenza.servizidemografici@superpec.eu,pec,,,,,,,0,cosenza,Cosenza,39.2954,16.2536
c_l588,,,Open Data,c_l588,Comune di Vallarsa,Vallarsa,Gios,Geremia,38060,TN,Trentino Alto Adige,http://www.comune.vallarsa.tn.it,Raossi n. 13 ,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,270840226,vallarsa@legalmail.it,pec,,,,,,,,,,,,,0,vallarsa,Vallarsa,45.7826,11.1173
c_b579,,,Open Data,c_b579,Comune di Canazei,Canazei,Silvano,Parmesani,38032,TN,Trentino Alto Adige,http://www.comune.canazei.tn.it,"Via Roma, 12",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,374450229,protocollo.comunecanazei@pec.it,pec,segreteria@comune.canazei.tn.it,altro,ragioneria.canazei@pec.it,pec,,,,,,,,,0,canazei,Canazei,46.4767,11.7725
c_l834,,,Open data,c_l834,Comune di Viarigi,Viarigi,Francesca,Ferraris,14030,AT,Piemonte,http://www.comune.viarigi.at.it/,"Via Recinto, 6",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80004050052,viarigi@postemailcertificata.it,pec,info@comune.viarigi.at.it,altro,,,,,,,,,,,0,viarigi,Viarigi,44.9813,8.357999999999999
c_f078,,,"li>
                    <a href=""#"">Documenti</a>
                </li>
                 <li>
                    <a href=""#"">Bandi di gara</a>
                </li>
                 <li>
                    <a href=""#"">Concorsi</a>
                </li>
                 <li>
                    <a href=""#"">Guida ai servizi</a>
                </li>
                 <li>
                    <a href=""#"">Servizi Online</a>
                </li>
                <li>
                    <a href=""#"">Report ed opendata</a>
                </li>
                <!--li></li>
                <li>
                    <a href=""https://www.comune.meda.mb.it/category/tipologie/notizie/"">Notizie</a>
                </li>
                <li>
                    <a href=""https://www.comune.meda.mb.it/eventi/"">Eventi</a>
                </li>
                  <li>
                    <a href=""https://www.comune.meda.mb.it/informazioni/"">Informazioni</a>
                </li>
                <li>
                    <a href=""https://www.comune.meda.mb.it/uffici/"">Uffici</a>
                </li",c_f078,Comune di Meda,Meda,Luca,Santambrogio,20821,MB,Lombardia,http://www.comune.meda.mb.it,"Piazza Municipio, 4",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,1745100154,posta@cert.comune.meda.mi.it,pec,posta@comune.meda.mb.it,altro,suap@cert.comune.meda.mi.it,pec,anagrafe@cert.comune.meda.mb.it,pec,,,,,,,0,meda,Meda,45.66,9.1545
